"Step","avid-monkey-10 - rollout/success_rate","avid-monkey-10 - rollout/success_rate__MIN","avid-monkey-10 - rollout/success_rate__MAX","rose-cosmos-9 - rollout/success_rate","rose-cosmos-9 - rollout/success_rate__MIN","rose-cosmos-9 - rollout/success_rate__MAX","noble-bee-8 - rollout/success_rate","noble-bee-8 - rollout/success_rate__MIN","noble-bee-8 - rollout/success_rate__MAX","ruby-bee-6 - rollout/success_rate","ruby-bee-6 - rollout/success_rate__MIN","ruby-bee-6 - rollout/success_rate__MAX","eager-snow-5 - rollout/success_rate","eager-snow-5 - rollout/success_rate__MIN","eager-snow-5 - rollout/success_rate__MAX","comfy-terrain-4 - rollout/success_rate","comfy-terrain-4 - rollout/success_rate__MIN","comfy-terrain-4 - rollout/success_rate__MAX","jumping-dew-3 - rollout/success_rate","jumping-dew-3 - rollout/success_rate__MIN","jumping-dew-3 - rollout/success_rate__MAX","solar-fire-2 - rollout/success_rate","solar-fire-2 - rollout/success_rate__MIN","solar-fire-2 - rollout/success_rate__MAX"
"31401","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31403","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31404","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31410","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31412","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31413","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31419","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31421","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31422","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31431","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31436","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31438","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31445","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"31447","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31448","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31454","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"31456","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31457","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31463","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"31465","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31466","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31472","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"31474","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31475","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31483","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31484","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31489","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"31498","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"31500","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31501","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31507","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"31509","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31510","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31516","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31518","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31519","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31525","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31527","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31536","","","","","","","","","","","","","1","1","1","","","","0.98","0.98","0.98","","",""
"31542","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31545","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31551","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31553","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31554","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31560","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31562","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31563","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31569","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31571","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31572","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31578","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31580","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31589","","","","","","","","","","","","","1","1","1","","","","0.99","0.99","0.99","","",""
"31595","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31598","","","","","","","","","","","","","1","1","1","","","","0.99","0.99","0.99","","",""
"31604","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31607","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31613","","","","","","","","","","0.97","0.97","0.97","1","1","1","","","","","","","","",""
"31616","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31622","","","","","","","","","","0.97","0.97","0.97","1","1","1","","","","","","","","",""
"31625","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31631","","","","","","","","","","0.96","0.96","0.96","1","1","1","","","","","","","","",""
"31640","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31642","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31648","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31651","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31657","","","","","","","","","","0.96","0.96","0.96","1","1","1","","","","","","","","",""
"31660","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31666","","","","","","","","","","0.96","0.96","0.96","1","1","1","","","","","","","","",""
"31669","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31675","","","","","","","","","","0.95","0.95","0.95","1","1","1","","","","","","","","",""
"31678","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31684","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31692","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31693","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31695","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31701","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31702","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31704","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31710","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31713","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31719","","","","","","","","","","0.98","0.98","0.98","1","1","1","","","","","","","","",""
"31722","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31728","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31736","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31737","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31739","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31745","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31746","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31748","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31754","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31755","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31757","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31763","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31764","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31766","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31772","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31775","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31781","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31789","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31790","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31792","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31798","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31799","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31801","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31807","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31808","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31810","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31816","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31817","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31819","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31825","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31828","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31834","","","","","","","","","","0.97","0.97","0.97","1","1","1","","","","","","","","",""
"31843","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31845","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31851","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31852","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31854","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31860","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31861","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31863","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31869","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31870","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31872","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31878","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31879","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31881","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31887","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31896","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31898","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31904","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31905","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31907","","","","","","","","","","","","","","","","","","","1","1","1","","",""
