"Step","avid-monkey-10 - rollout/success_rate","avid-monkey-10 - rollout/success_rate__MIN","avid-monkey-10 - rollout/success_rate__MAX","rose-cosmos-9 - rollout/success_rate","rose-cosmos-9 - rollout/success_rate__MIN","rose-cosmos-9 - rollout/success_rate__MAX","noble-bee-8 - rollout/success_rate","noble-bee-8 - rollout/success_rate__MIN","noble-bee-8 - rollout/success_rate__MAX","ruby-bee-6 - rollout/success_rate","ruby-bee-6 - rollout/success_rate__MIN","ruby-bee-6 - rollout/success_rate__MAX","eager-snow-5 - rollout/success_rate","eager-snow-5 - rollout/success_rate__MIN","eager-snow-5 - rollout/success_rate__MAX","comfy-terrain-4 - rollout/success_rate","comfy-terrain-4 - rollout/success_rate__MIN","comfy-terrain-4 - rollout/success_rate__MAX","jumping-dew-3 - rollout/success_rate","jumping-dew-3 - rollout/success_rate__MIN","jumping-dew-3 - rollout/success_rate__MAX","solar-fire-2 - rollout/success_rate","solar-fire-2 - rollout/success_rate__MIN","solar-fire-2 - rollout/success_rate__MAX"
"11190","","","","","","","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"11191","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11195","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49","","",""
"11197","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","","",""
"11198","","","","","","","","","","0.7","0.7","0.7","","","","","","","","","","","",""
"11199","","","","0.23","0.23","0.23","","","","","","","","","","","","","","","","0.46","0.46","0.46"
"11200","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11203","","","","0.23","0.23","0.23","","","","","","","","","","","","","","","","","",""
"11204","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49","","",""
"11209","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11210","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","","",""
"11212","","","","","","","","","","","","","","","","","","","","","","0.47","0.47","0.47"
"11213","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","",""
"11215","","","","","","","","","","0.7","0.7","0.7","","","","","","","","","","","",""
"11218","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11219","","","","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49"
"11222","","","","0.24","0.24","0.24","","","","","","","","","","","","","","","","","",""
"11223","","","","","","","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"11224","","","","","","","","","","0.71","0.71","0.71","","","","","","","","","","","",""
"11226","","","","0.25","0.25","0.25","","","","","","","","","","","","","","","","0.49","0.49","0.49"
"11227","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11230","","","","","","","","","","","","","","","","0.46","0.46","0.46","0.47","0.47","0.47","","",""
"11239","","","","","","","","","","","","","","","","","","","0.46","0.46","0.46","0.49","0.49","0.49"
"11241","","","","","","","","","","0.71","0.71","0.71","","","","","","","","","","","",""
"11243","","","","","","","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"11244","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11245","","","","0.26","0.26","0.26","","","","","","","","","","","","","","","","","",""
"11246","","","","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49"
"11249","","","","0.26","0.26","0.26","","","","","","","","","","","","","","","","","",""
"11250","","","","","","","","","","0.69","0.69","0.69","","","","0.46","0.46","0.46","","","","","",""
"11253","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11256","","","","","","","","","","","","","","","","","","","0.47","0.47","0.47","","",""
"11259","","","","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51"
"11262","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11263","","","","","","","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"11265","","","","","","","","","","","","","","","","","","","0.48","0.48","0.48","","",""
"11266","","","","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51"
"11267","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","","",""
"11268","","","","0.26","0.26","0.26","","","","","","","","","","","","","","","","","",""
"11271","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11272","","","","0.26","0.26","0.26","","","","","","","","","","","","","","","","","",""
"11276","","","","","","","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"11279","","","","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52"
"11280","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11282","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51","","",""
"11283","","","","","","","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"11284","","","","","","","","","","0.66","0.66","0.66","","","","","","","","","","","",""
"11291","","","","0.27","0.27","0.27","","","","","","","","","","","","","0.51","0.51","0.51","","",""
"11292","","","","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51"
"11293","","","","","","","","","","0.66","0.66","0.66","","","","","","","","","","","",""
"11295","","","","0.27","0.27","0.27","","","","","","","","","","","","","","","","","",""
"11296","","","","","","","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"11297","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11299","","","","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53"
"11306","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11308","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51","","",""
"11309","","","","","","","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11310","","","","","","","","","","0.66","0.66","0.66","","","","","","","","","","","",""
"11312","","","","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52"
"11314","","","","0.27","0.27","0.27","","","","","","","","","","","","","","","","","",""
"11315","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11316","","","","","","","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11318","","","","0.27","0.27","0.27","","","","","","","","","","","","","","","","","",""
"11319","","","","","","","","","","0.65","0.65","0.65","","","","","","","","","","","",""
"11324","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11325","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51","0.52","0.52","0.52"
"11329","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","","",""
"11332","","","","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52"
"11333","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11334","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","",""
"11336","","","","","","","","","","0.67","0.67","0.67","","","","","","","","","","","",""
"11337","","","","0.25","0.25","0.25","","","","","","","","","","","","","","","","","",""
"11341","","","","0.25","0.25","0.25","","","","","","","","","","","","","","","","","",""
"11342","","","","","","","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"11345","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","0.54","0.54","0.54"
"11349","","","","","","","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"11350","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11351","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","",""
"11358","","","","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53"
"11359","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11360","","","","0.26","0.26","0.26","","","","","","","","","","","","","0.48","0.48","0.48","","",""
"11362","","","","","","","","","","0.67","0.67","0.67","","","","0.45","0.45","0.45","","","","","",""
"11364","","","","0.26","0.26","0.26","","","","","","","","","","","","","","","","","",""
"11368","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11369","","","","","","","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"11371","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","0.53","0.53","0.53"
"11376","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","","",""
"11377","","","","","","","","","","","","","0.98","0.98","0.98","","","","0.48","0.48","0.48","","",""
"11378","","","","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52"
"11380","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","","",""
"11383","","","","0.26","0.26","0.26","","","","","","","","","","","","","","","","","",""
"11386","","","","","","","","","","","","","0.98","0.98","0.98","","","","0.49","0.49","0.49","","",""
"11387","","","","0.24","0.24","0.24","","","","","","","","","","","","","","","","","",""
"11389","","","","","","","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"11391","","","","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51"
"11395","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11396","","","","","","","","","","","","","","","","0.5","0.5","0.5","","","","","",""
"11397","","","","","","","","","","0.69","0.69","0.69","","","","","","","","","","","",""
"11403","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","",""
"11404","","","","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49"
"11406","","","","0.23","0.23","0.23","","","","0.68","0.68","0.68","","","","","","","","","","","",""
"11409","","","","","","","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"11410","","","","0.24","0.24","0.24","","","","","","","","","","","","","","","","","",""
"11412","","","","","","","","","","","","","0.96","0.96","0.96","","","","0.51","0.51","0.51","","",""
"11416","","","","","","","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"11417","","","","","","","","","","","","","","","","","","","","","","0.46","0.46","0.46"
"11421","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11423","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","","",""
"11424","","","","","","","","","","","","","","","","","","","","","","0.48","0.48","0.48"
"11429","","","","0.25","0.25","0.25","","","","","","","","","","0.5","0.5","0.5","0.48","0.48","0.48","","",""
"11430","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11432","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","","",""
"11433","","","","0.26","0.26","0.26","","","","","","","","","","","","","","","","","",""
"11437","","","","","","","","","","","","","","","","","","","","","","0.46","0.46","0.46"
"11439","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11442","","","","","","","","","","","","","","","","0.5","0.5","0.5","","","","","",""
"11444","","","","","","","","","","","","","","","","","","","","","","0.45","0.45","0.45"
"11446","","","","","","","","","","","","","","","","","","","0.47","0.47","0.47","","",""
"11449","","","","","","","","","","0.68","0.68","0.68","","","","0.51","0.51","0.51","","","","","",""
"11452","","","","0.26","0.26","0.26","","","","","","","","","","","","","","","","","",""
"11455","","","","","","","","","","","","","","","","","","","0.48","0.48","0.48","","",""
"11456","","","","0.25","0.25","0.25","","","","","","","0.94","0.94","0.94","","","","","","","","",""
"11457","","","","","","","","","","","","","","","","","","","","","","0.45","0.45","0.45"
"11458","","","","","","","","","","0.7","0.7","0.7","","","","","","","","","","","",""
"11462","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","","",""
"11464","","","","","","","","","","","","","","","","","","","0.47","0.47","0.47","","",""
"11465","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11467","","","","","","","","","","0.72","0.72","0.72","","","","","","","","","","","",""
"11470","","","","","","","","","","","","","","","","","","","","","","0.46","0.46","0.46"
"11474","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11475","","","","0.26","0.26","0.26","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11477","","","","","","","","","","","","","","","","","","","","","","0.44","0.44","0.44"
"11479","","","","0.25","0.25","0.25","","","","","","","","","","","","","","","","","",""
"11481","","","","","","","","","","","","","","","","","","","0.47","0.47","0.47","","",""
"11482","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","","",""
"11483","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11484","","","","","","","","","","0.72","0.72","0.72","","","","","","","","","","","",""
"11490","","","","","","","","","","","","","","","","","","","0.47","0.47","0.47","0.43","0.43","0.43"
"11492","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11493","","","","","","","","","","0.73","0.73","0.73","","","","","","","","","","","",""
"11495","","","","","","","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11497","","","","","","","","","","","","","","","","","","","","","","0.43","0.43","0.43"
"11498","","","","0.24","0.24","0.24","","","","","","","","","","","","","","","","","",""
"11502","","","","0.23","0.23","0.23","","","","0.73","0.73","0.73","","","","0.47","0.47","0.47","","","","","",""
"11507","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","",""
"11509","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11510","","","","","","","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"11515","","","","","","","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11516","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51","","",""
"11518","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11519","","","","","","","","","","0.71","0.71","0.71","","","","","","","","","","","",""
"11521","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"11522","","","","","","","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11523","","","","","","","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"11525","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"11527","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11528","","","","","","","","","","0.71","0.71","0.71","","","","","","","","","","","",""
"11530","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"11533","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49","","",""
"11535","","","","","","","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11536","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11543","","","","","","","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"11544","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"11545","","","","","","","","","","0.69","0.69","0.69","","","","","","","","","","","",""
"11548","","","","0.22","0.22","0.22","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11550","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","0.4","0.4","0.4"
"11553","","","","","","","","","","","","","0.94","0.94","0.94","","","","","","","","",""
"11554","","","","","","","","","","0.69","0.69","0.69","","","","","","","","","","","",""
"11555","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","","",""
"11559","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52","","",""
"11562","","","","","","","","","","","","","0.94","0.94","0.94","0.49","0.49","0.49","","","","","",""
"11563","","","","","","","","","","0.7","0.7","0.7","","","","","","","","","","0.39","0.39","0.39"
"11567","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"11571","","","","0.22","0.22","0.22","","","","","","","0.94","0.94","0.94","","","","","","","","",""
"11575","","","","","","","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"11576","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52","0.37","0.37","0.37"
"11580","","","","","","","","","","0.72","0.72","0.72","0.94","0.94","0.94","","","","","","","","",""
"11583","","","","","","","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"11585","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53","","",""
"11588","","","","","","","","","","","","","","","","0.51","0.51","0.51","","","","","",""
"11589","","","","","","","","","","0.72","0.72","0.72","0.94","0.94","0.94","","","","","","","","",""
"11590","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"11594","","","","0.21","0.21","0.21","","","","","","","","","","","","","0.54","0.54","0.54","","",""
"11595","","","","","","","","","","","","","","","","0.51","0.51","0.51","","","","","",""
"11596","","","","","","","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"11598","","","","","","","","","","0.71","0.71","0.71","","","","","","","","","","","",""
"11606","","","","","","","","","","","","","0.94","0.94","0.94","","","","","","","","",""
"11608","","","","","","","","","","","","","","","","0.5","0.5","0.5","","","","","",""
"11609","","","","","","","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"11611","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53","","",""
"11613","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"11615","","","","","","","","","","0.73","0.73","0.73","0.94","0.94","0.94","0.53","0.53","0.53","","","","","",""
"11617","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"11620","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53","","",""
"11622","","","","","","","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"11624","","","","","","","","","","0.73","0.73","0.73","0.93","0.93","0.93","","","","","","","","",""
"11628","","","","","","","","","","","","","","","","0.53","0.53","0.53","","","","","",""
"11629","","","","","","","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"11633","","","","","","","","","","","","","0.93","0.93","0.93","","","","","","","","",""
"11635","","","","","","","","","","","","","","","","0.51","0.51","0.51","","","","","",""
"11636","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"11637","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53","","",""
"11640","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"11641","","","","","","","","","","0.72","0.72","0.72","","","","","","","","","","","",""
"11642","","","","","","","","","","","","","0.93","0.93","0.93","","","","","","","0.36","0.36","0.36"
"11646","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53","","",""
"11648","","","","","","","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"11649","","","","","","","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"11650","","","","","","","","","","0.71","0.71","0.71","","","","","","","","","","","",""
"11655","","","","","","","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"11659","","","","0.19","0.19","0.19","","","","0.7","0.7","0.7","0.93","0.93","0.93","","","","","","","","",""
"11662","","","","","","","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"11663","","","","0.18","0.18","0.18","","","","","","","","","","","","","0.53","0.53","0.53","","",""
"11668","","","","","","","","","","","","","0.94","0.94","0.94","0.49","0.49","0.49","","","","","",""
"11672","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52","","",""
"11675","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","0.37","0.37","0.37"
"11676","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","","",""
"11677","","","","","","","","","","","","","0.95","0.95","0.95","","","","","","","","",""
"11681","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53","","",""
"11682","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"11685","","","","","","","","","","0.67","0.67","0.67","","","","","","","","","","","",""
"11686","","","","0.18","0.18","0.18","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11688","","","","","","","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"11695","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","0.37","0.37","0.37"
"11698","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53","","",""
"11701","","","","","","","","","","","","","","","","0.48","0.48","0.48","","","","","",""
"11702","","","","","","","","","","0.65","0.65","0.65","","","","","","","","","","0.38","0.38","0.38"
"11705","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"11707","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51","","",""
"11708","","","","","","","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"11709","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"11711","","","","","","","","","","0.67","0.67","0.67","","","","","","","","","","","",""
"11712","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11715","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"11721","","","","","","","","","","","","","0.97","0.97","0.97","0.47","0.47","0.47","","","","","",""
"11724","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","",""
"11728","","","","0.17","0.17","0.17","","","","0.67","0.67","0.67","","","","0.48","0.48","0.48","","","","0.4","0.4","0.4"
"11730","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11732","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"11735","","","","","","","","","","","","","","","","","","","","","","0.38","0.38","0.38"
"11737","","","","","","","","","","0.67","0.67","0.67","","","","","","","","","","","",""
"11739","","","","","","","","","","","","","0.96","0.96","0.96","","","","","","","","",""
"11741","","","","","","","","","","","","","","","","0.48","0.48","0.48","0.5","0.5","0.5","","",""
"11746","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","","",""
"11748","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"11750","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52","","",""
"11751","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"11754","","","","","","","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"11755","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","0.39","0.39","0.39"
"11756","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11759","","","","","","","","","","","","","","","","","","","0.54","0.54","0.54","","",""
"11761","","","","","","","","","","","","","","","","0.5","0.5","0.5","","","","","",""
"11763","","","","","","","","","","0.65","0.65","0.65","","","","","","","","","","","",""
"11765","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11768","","","","","","","","","","","","","","","","","","","","","","0.39","0.39","0.39"
"11772","","","","","","","","","","0.65","0.65","0.65","","","","","","","","","","","",""
"11774","","","","0.19","0.19","0.19","","","","","","","0.97","0.97","0.97","0.5","0.5","0.5","","","","","",""
"11775","","","","","","","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"11776","","","","","","","","","","","","","","","","","","","0.56","0.56","0.56","","",""
"11778","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"11781","","","","","","","","","","0.64","0.64","0.64","","","","0.5","0.5","0.5","","","","","",""
"11783","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11785","","","","","","","","","","","","","","","","","","","0.59","0.59","0.59","","",""
"11788","","","","","","","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"11792","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11794","","","","","","","","","","","","","","","","0.52","0.52","0.52","0.61","0.61","0.61","","",""
"11795","","","","","","","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"11797","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"11798","","","","","","","","","","0.64","0.64","0.64","","","","","","","","","","","",""
"11801","","","","0.21","0.21","0.21","","","","","","","0.97","0.97","0.97","0.54","0.54","0.54","","","","","",""
"11807","","","","","","","","","","0.63","0.63","0.63","","","","","","","","","","","",""
"11808","","","","","","","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"11811","","","","","","","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"11814","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"11818","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11820","","","","0.2","0.2","0.2","","","","","","","","","","","","","0.58","0.58","0.58","","",""
"11821","","","","","","","","","","","","","","","","0.53","0.53","0.53","","","","0.43","0.43","0.43"
"11824","","","","0.22","0.22","0.22","","","","0.65","0.65","0.65","","","","","","","","","","","",""
"11827","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11828","","","","","","","","","","","","","","","","","","","","","","0.43","0.43","0.43"
"11833","","","","","","","","","","0.64","0.64","0.64","","","","","","","","","","","",""
"11834","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"11836","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11837","","","","","","","","","","","","","","","","","","","0.58","0.58","0.58","","",""
"11841","","","","","","","","","","","","","","","","0.53","0.53","0.53","","","","0.46","0.46","0.46"
"11843","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"11846","","","","","","","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"11847","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"11848","","","","","","","","","","","","","","","","","","","","","","0.48","0.48","0.48"
"11850","","","","","","","","","","0.66","0.66","0.66","","","","","","","","","","","",""
"11853","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11854","","","","","","","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"11859","","","","","","","","","","0.66","0.66","0.66","","","","","","","","","","","",""
"11861","","","","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49"
"11862","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11863","","","","","","","","","","","","","","","","","","","0.58","0.58","0.58","","",""
"11866","","","","0.23","0.23","0.23","","","","","","","","","","","","","","","","","",""
"11867","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"11868","","","","","","","","","","0.67","0.67","0.67","","","","","","","","","","","",""
"11870","","","","0.24","0.24","0.24","","","","","","","","","","","","","","","","","",""
"11871","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11872","","","","","","","","","","","","","","","","","","","0.57","0.57","0.57","","",""
"11874","","","","","","","","","","","","","","","","0.51","0.51","0.51","","","","0.48","0.48","0.48"
"11880","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"11881","","","","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51"
"11885","","","","","","","","","","0.67","0.67","0.67","","","","","","","","","","","",""
"11887","","","","","","","","","","","","","","","","0.52","0.52","0.52","","","","","",""
"11889","","","","0.24","0.24","0.24","","","","","","","0.98","0.98","0.98","","","","0.59","0.59","0.59","","",""
"11893","","","","0.24","0.24","0.24","","","","","","","","","","","","","","","","","",""
"11894","","","","","","","","","","0.68","0.68","0.68","","","","0.53","0.53","0.53","","","","0.52","0.52","0.52"
"11898","","","","","","","","","","","","","","","","","","","0.57","0.57","0.57","","",""
"11901","","","","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49"
"11906","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11907","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"11908","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5"
"11911","","","","","","","","","","0.69","0.69","0.69","","","","","","","","","","","",""
"11912","","","","0.23","0.23","0.23","","","","","","","","","","","","","","","","","",""
"11914","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"11915","","","","","","","","","","","","","0.98","0.98","0.98","","","","0.56","0.56","0.56","","",""
"11916","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"11920","","","","","","","","","","0.68","0.68","0.68","","","","","","","","","","","",""
"11921","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5"
"11924","","","","","","","","","","","","","0.98","0.98","0.98","","","","0.55","0.55","0.55","","",""
"11927","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"11928","","","","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49"
"11929","","","","","","","","","","0.69","0.69","0.69","","","","","","","","","","","",""
"11933","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11935","","","","0.23","0.23","0.23","","","","","","","","","","","","","","","","","",""
"11938","","","","","","","","","","0.7","0.7","0.7","","","","","","","","","","","",""
"11939","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"11940","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"11941","","","","","","","","","","","","","","","","","","","0.56","0.56","0.56","0.49","0.49","0.49"
"11942","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11947","","","","","","","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"11950","","","","","","","","","","","","","","","","","","","0.55","0.55","0.55","","",""
"11951","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11954","","","","","","","","","","","","","","","","","","","","","","0.49","0.49","0.49"
"11955","","","","","","","","","","0.7","0.7","0.7","","","","","","","","","","","",""
