"Step","avid-monkey-10 - global_step","avid-monkey-10 - global_step__MIN","avid-monkey-10 - global_step__MAX","rose-cosmos-9 - global_step","rose-cosmos-9 - global_step__MIN","rose-cosmos-9 - global_step__MAX","noble-bee-8 - global_step","noble-bee-8 - global_step__MIN","noble-bee-8 - global_step__MAX","ruby-bee-6 - global_step","ruby-bee-6 - global_step__MIN","ruby-bee-6 - global_step__MAX","eager-snow-5 - global_step","eager-snow-5 - global_step__MIN","eager-snow-5 - global_step__MAX","comfy-terrain-4 - global_step","comfy-terrain-4 - global_step__MIN","comfy-terrain-4 - global_step__MAX","jumping-dew-3 - global_step","jumping-dew-3 - global_step__MIN","jumping-dew-3 - global_step__MAX","solar-fire-2 - global_step","solar-fire-2 - global_step__MIN","solar-fire-2 - global_step__MAX"
"16898","","","","","","","","","","","","","","","","948074","948074","948074","","","","","",""
"16899","","","","","","","","","","620611","620611","620611","","","","948074","948074","948074","","","","","",""
"16900","","","","735000","735000","735000","","","","620611","620611","620611","","","","","","","","","","","",""
"16901","","","","","","","","","","620611","620611","620611","","","","","","","","","","","",""
"16902","","","","","","","","","","","","","","","","948074","948074","948074","","","","","",""
"16903","","","","735000","735000","735000","","","","620611","620611","620611","","","","","","","","","","","",""
"16904","","","","735000","735000","735000","","","","","","","403737","403737","403737","948730","948730","948730","616000","616000","616000","","",""
"16905","","","","","","","","","","620611","620611","620611","","","","948730","948730","948730","","","","","",""
"16907","","","","","","","","","","621000","621000","621000","","","","948730","948730","948730","","","","","",""
"16908","","","","735500","735500","735500","","","","","","","","","","948730","948730","948730","616165","616165","616165","","",""
"16909","","","","735500","735500","735500","","","","","","","403737","403737","403737","","","","","","","","",""
"16910","","","","735500","735500","735500","","","","621000","621000","621000","","","","949000","949000","949000","","","","","",""
"16911","","","","735500","735500","735500","","","","621000","621000","621000","403909","403909","403909","","","","","","","","",""
"16912","","","","","","","","","","621000","621000","621000","","","","949000","949000","949000","","","","","",""
"16913","","","","735500","735500","735500","","","","621000","621000","621000","","","","949000","949000","949000","","","","","",""
"16914","","","","","","","","","","","","","","","","","","","616165","616165","616165","","",""
"16915","","","","","","","","","","621270","621270","621270","","","","949000","949000","949000","","","","","",""
"16916","","","","736000","736000","736000","","","","","","","","","","949364","949364","949364","616516","616516","616516","","",""
"16917","","","","","","","","","","","","","","","","949364","949364","949364","","","","","",""
"16918","","","","736000","736000","736000","","","","","","","","","","","","","","","","","",""
"16919","","","","","","","","","","","","","","","","","","","616516","616516","616516","","",""
"16920","","","","","","","","","","","","","404000","404000","404000","","","","616516","616516","616516","","",""
"16921","","","","","","","","","","621270","621270","621270","","","","","","","","","","","",""
"16922","","","","736000","736000","736000","","","","","","","","","","949364","949364","949364","","","","","",""
"16923","","","","736000","736000","736000","","","","","","","","","","949999","949999","949999","","","","","",""
"16924","","","","736000","736000","736000","","","","","","","","","","","","","","","","","",""
"16925","","","","","","","","","","621677","621677","621677","","","","","","","","","","","",""
"16926","","","","736000","736000","736000","","","","","","","","","","","","","","","","","",""
"16927","","","","736000","736000","736000","","","","","","","404000","404000","404000","","","","","","","","",""
"16928","","","","736500","736500","736500","","","","","","","","","","949999","949999","949999","616763","616763","616763","","",""
"16929","","","","","","","","","","621677","621677","621677","404085","404085","404085","","","","","","","","",""
"16930","","","","736500","736500","736500","","","","","","","","","","950000","950000","950000","","","","","",""
"16931","","","","","","","","","","","","","","","","950000","950000","950000","616763","616763","616763","","",""
"16932","","","","","","","","","","","","","","","","950000","950000","950000","","","","","",""
"16933","","","","736500","736500","736500","","","","621996","621996","621996","","","","950000","950000","950000","","","","","",""
"16934","","","","","","","","","","","","","","","","","","","617000","617000","617000","","",""
"16935","","","","","","","","","","621996","621996","621996","404085","404085","404085","950829","950829","950829","","","","","",""
"16936","","","","","","","","","","","","","","","","950829","950829","950829","","","","","",""
"16937","","","","736500","736500","736500","","","","","","","","","","950829","950829","950829","","","","","",""
"16938","","","","","","","","","","","","","404260","404260","404260","950829","950829","950829","","","","","",""
"16940","","","","737000","737000","737000","","","","","","","","","","950829","950829","950829","","","","","",""
"16941","","","","","","","","","","","","","","","","950829","950829","950829","","","","","",""
"16942","","","","737000","737000","737000","","","","","","","404260","404260","404260","","","","617045","617045","617045","","",""
"16943","","","","","","","","","","622000","622000","622000","","","","","","","617045","617045","617045","","",""
"16945","","","","","","","","","","","","","","","","951000","951000","951000","617045","617045","617045","","",""
"16947","","","","","","","","","","","","","","","","951000","951000","951000","","","","","",""
"16948","","","","","","","","","","","","","","","","951470","951470","951470","","","","","",""
"16950","","","","","","","","","","","","","","","","951470","951470","951470","617271","617271","617271","","",""
"16951","","","","","","","","","","622585","622585","622585","","","","951470","951470","951470","617271","617271","617271","","",""
"16952","","","","","","","","","","","","","","","","951470","951470","951470","","","","","",""
"16953","","","","","","","","","","","","","","","","951470","951470","951470","","","","","",""
"16954","","","","737500","737500","737500","","","","","","","","","","951470","951470","951470","617271","617271","617271","","",""
"16955","","","","","","","","","","","","","404719","404719","404719","","","","617271","617271","617271","","",""
"16956","","","","","","","","","","","","","","","","952000","952000","952000","","","","","",""
"16957","","","","","","","","","","","","","","","","952000","952000","952000","","","","","",""
"16958","","","","737500","737500","737500","","","","622852","622852","622852","","","","952000","952000","952000","617271","617271","617271","","",""
"16959","","","","","","","","","","622852","622852","622852","","","","952000","952000","952000","","","","","",""
